City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
377,Bagdarin,54.4333,113.6,40.64,67,56,6.87,RU,2022-09-29 05:14:28
378,Burnie,-41.0667,145.9167,53.49,76,100,13.82,AU,2022-09-29 05:14:28
379,Rio Grande,-32.035,-52.0986,56.12,72,89,10.83,BR,2022-09-29 05:14:28
380,Sulangan,11.1373,123.7228,84.6,69,77,6.89,PH,2022-09-29 05:14:29
381,Westport,41.1415,-73.3579,60.84,81,0,8.05,US,2022-09-29 05:11:56
382,Leshukonskoye,64.8989,45.7622,32.32,61,0,7.76,RU,2022-09-29 05:14:29
383,Taoudenni,22.6783,-3.9836,89.92,21,19,13.35,ML,2022-09-29 05:14:29
384,Devils Lake,48.1128,-98.8651,56.95,57,0,13.8,US,2022-09-29 05:14:30
385,Pringsewu,-5.3582,104.9744,87.58,56,98,1.16,ID,2022-09-29 05:14:30
386,Abha,18.2164,42.5053,67.82,14,0,4.61,SA,2022-09-29 05:14:30
387,Lekoni,-1.5843,14.2591,68.81,95,93,2.95,GA,2022-09-29 05:14:31
388,Moerai,-22.4333,-151.3333,74.93,87,51,13.27,PF,2022-09-29 05:14:31
389,Tokur,53.1333,132.9,41.31,51,54,3.69,RU,2022-09-29 05:14:31
390,Pangai,-19.8,-174.35,77.11,57,20,11.5,TO,2022-09-29 05:14:32
391,Vestmannaeyjar,63.4427,-20.2734,47.93,92,100,19.04,IS,2022-09-29 05:14:32
392,Mizan Teferi,6.9833,35.5833,64.0,91,50,1.36,ET,2022-09-29 05:14:32
393,Komsomolskiy,40.4272,71.7189,70.52,30,72,4.61,UZ,2022-09-29 05:14:33
394,Maku,39.2911,44.4521,71.06,20,26,3.69,IR,2022-09-29 05:14:33
395,Reconquista,-29.15,-59.65,57.7,69,100,10.74,AR,2022-09-29 05:14:33
396,Upington,-28.4478,21.2561,75.58,35,0,13.8,ZA,2022-09-29 05:14:33
397,Tokamachi,37.1333,138.7667,77.02,43,2,4.7,JP,2022-09-29 05:14:34
398,Jawhar,2.7809,45.5005,80.65,63,48,18.79,SO,2022-09-29 05:14:34
399,Moose Factory,51.2585,-80.6094,42.8,75,75,9.22,CA,2022-09-29 05:14:34
400,Kurilsk,45.2333,147.8833,57.85,94,53,16.46,RU,2022-09-29 05:14:35
401,Abu Dhabi,24.4667,54.3667,89.71,67,0,4.61,AE,2022-09-29 05:14:35
402,Ulundi,-28.3352,31.4162,66.24,77,24,4.29,ZA,2022-09-29 05:14:35
403,Zhigansk,66.7697,123.3711,31.89,77,95,6.4,RU,2022-09-29 05:14:36
404,Chervone,49.9564,28.8645,47.77,89,100,7.0,UA,2022-09-29 05:14:36
405,Tuatapere,-46.1333,167.6833,44.26,83,92,9.28,NZ,2022-09-29 05:14:36
406,Mount Gambier,-37.8333,140.7667,59.41,55,71,9.46,AU,2022-09-29 05:14:36
407,Pontian Kecil,1.4801,103.3899,85.26,65,99,6.22,MY,2022-09-29 05:14:37
408,Egvekinot,66.3167,-179.1667,24.03,83,87,10.85,RU,2022-09-29 05:15:37
409,Gold Coast,-28.0,153.4333,75.24,63,100,12.66,AU,2022-09-29 05:15:37
410,Wamba,8.9333,8.6,69.31,97,92,1.81,NG,2022-09-29 05:15:38
411,Santa Cecilia,-26.9608,-50.4269,44.6,97,100,7.36,BR,2022-09-29 05:15:38
412,Roald,62.5833,6.1333,54.34,76,0,6.91,NO,2022-09-29 05:15:38
413,Nadym,65.5333,72.5167,31.01,62,46,9.57,RU,2022-09-29 05:15:39
414,Zheleznodorozhnyy,55.7503,38.0042,48.61,75,100,3.58,RU,2022-09-29 05:15:39
415,Tazovskiy,67.4667,78.7,30.42,69,53,9.06,RU,2022-09-29 05:15:39
416,Leua,48.2156,18.6071,55.49,93,100,7.74,SK,2022-09-29 05:15:40
417,Fort Nelson,58.8053,-122.7002,51.39,71,75,5.75,CA,2022-09-29 05:15:40
418,Celestun,20.8667,-90.4,79.3,70,20,11.79,MX,2022-09-29 05:15:40
419,Piedras Negras,28.7,-100.5167,72.27,45,37,9.17,MX,2022-09-29 05:15:41
420,Nalut,30.3333,10.85,71.37,32,59,6.24,LY,2022-09-29 05:15:41
421,San Joaquin,37.9333,-121.3011,71.85,62,0,0.0,US,2022-09-29 05:15:42
422,Ranong,9.9658,98.6348,76.93,89,100,14.65,TH,2022-09-29 05:15:42
423,Laguna,38.421,-121.4238,72.45,73,0,8.05,US,2022-09-29 05:15:42
424,Umm Lajj,25.0213,37.2685,91.72,29,0,13.11,SA,2022-09-29 05:15:43
425,Lorena,-22.7308,-45.1247,61.47,97,100,3.33,BR,2022-09-29 05:15:43
426,Sampit,-2.5333,112.95,85.28,76,97,2.89,ID,2022-09-29 05:15:43
427,Djenne,13.9061,-4.5533,79.11,70,20,8.72,ML,2022-09-29 05:15:44
428,Novyy Svit,47.8059,38.0211,60.4,87,0,3.4,UA,2022-09-29 05:15:44
429,Lebowakgomo,-24.2,29.5,58.1,72,0,5.82,ZA,2022-09-29 05:15:45
430,Cam Ranh,11.9214,109.1591,87.76,62,40,21.85,VN,2022-09-29 05:15:45
431,San Lawrenz,36.0553,14.204,71.85,76,3,10.94,MT,2022-09-29 05:15:45
432,Sterling,39.0062,-77.4286,58.23,81,20,8.05,US,2022-09-29 05:15:46
433,Olginskaya,47.1879,39.9492,63.93,77,0,8.9,RU,2022-09-29 05:15:46
434,Laurel,39.0993,-76.8483,59.67,83,0,4.61,US,2022-09-29 05:15:36
435,Haines Junction,60.7522,-137.5108,40.95,48,64,5.75,CA,2022-09-29 05:15:46
436,Hasaki,35.7333,140.8333,82.29,52,86,7.61,JP,2022-09-29 05:15:47
437,Katsuura,35.1333,140.3,73.44,68,100,5.14,JP,2022-09-29 05:15:47
438,Catanduva,-21.1378,-48.9728,60.26,90,100,9.75,BR,2022-09-29 05:15:47
439,Talara,-4.5772,-81.2719,64.38,80,21,13.56,PE,2022-09-29 05:15:48
440,Mirpur Sakro,24.5474,67.6277,85.86,53,6,14.0,PK,2022-09-29 05:15:48
441,Gryazi,52.4966,39.9359,51.04,83,26,2.37,RU,2022-09-29 05:15:48
442,Chippewa Falls,44.9369,-91.3929,42.96,90,0,3.44,US,2022-09-29 05:15:49
443,Sambava,-14.2667,50.1667,70.95,71,66,12.8,MG,2022-09-29 05:15:49
444,Minab,27.1467,57.0801,84.13,69,59,5.79,IR,2022-09-29 05:15:49
445,Torrington,41.8007,-73.1212,56.05,89,43,8.01,US,2022-09-29 05:12:02
446,Mountain Home,43.133,-115.6912,65.68,27,0,6.44,US,2022-09-29 05:15:50
447,Marmaris,36.855,28.2742,67.95,72,11,4.36,TR,2022-09-29 05:15:50
448,Kaeo,-35.1,173.7833,58.48,95,89,8.01,NZ,2022-09-29 05:15:50
449,Taber,49.8167,-112.1518,62.62,61,95,5.75,CA,2022-09-29 05:15:37
450,Arti,56.4234,58.5328,30.4,80,91,13.09,RU,2022-09-29 05:15:51
451,Togul,53.465,85.9128,34.86,63,100,10.09,RU,2022-09-29 05:15:51
452,Santiago De Cao,-7.9589,-79.2392,59.13,88,58,12.66,PE,2022-09-29 05:15:51
453,Koshurnikovo,54.1667,93.3,44.46,69,100,3.76,RU,2022-09-29 05:15:52
454,Lalawigan,11.5892,125.4697,83.57,71,100,6.42,PH,2022-09-29 05:16:53
455,Ayna,-12.65,-73.9167,60.03,90,63,1.25,PE,2022-09-29 05:16:53
456,Aripuana,-9.1667,-60.6333,79.23,59,76,2.77,BR,2022-09-29 05:16:53
457,Jumla,29.2747,82.1838,70.12,41,1,4.23,NP,2022-09-29 05:16:54
458,Kattivakkam,13.2167,80.3167,84.29,68,100,3.36,IN,2022-09-29 05:16:54
459,Abbeville,50.1,1.8333,42.76,86,99,3.18,FR,2022-09-29 05:16:55
460,Ostrovnoy,68.0531,39.5131,36.72,75,2,9.15,RU,2022-09-29 05:16:55
461,South Lake Tahoe,38.9332,-119.9844,62.65,29,0,11.5,US,2022-09-29 05:16:24
462,San Vicente De Canete,-13.0751,-76.3835,59.63,85,13,2.48,PE,2022-09-29 05:16:55
463,Marabba,12.35,32.1833,80.42,59,78,7.92,SD,2022-09-29 05:16:56
464,Winnemucca,40.973,-117.7357,68.05,22,0,5.75,US,2022-09-29 05:16:56
465,Providencia,28.7167,-111.5833,80.06,80,69,4.34,MX,2022-09-29 05:16:56
466,Sobolevo,54.4299,31.8996,46.13,97,87,4.45,RU,2022-09-29 05:16:57
467,Dalbandin,28.8947,64.4101,85.03,10,0,2.15,PK,2022-09-29 05:16:58
468,Guerrero Negro,27.9769,-114.0611,74.44,83,1,11.01,MX,2022-09-29 05:16:58
469,Muli,2.9167,73.5667,81.64,75,89,16.17,MV,2022-09-29 05:16:59
470,Shenjiamen,29.9576,122.298,73.45,91,100,10.65,CN,2022-09-29 05:16:59
471,Calvinia,-31.4707,19.776,62.56,26,89,2.33,ZA,2022-09-29 05:16:59
472,Sangin,32.0728,64.8359,82.04,12,0,1.74,AF,2022-09-29 05:17:00
473,Wagar,16.1525,36.2032,87.46,49,18,14.74,SD,2022-09-29 05:17:01
474,Constitucion,-35.3333,-72.4167,51.35,87,0,2.01,CL,2022-09-29 05:17:01
475,Kieta,-6.2167,155.6333,84.54,65,61,5.08,PG,2022-09-29 05:17:02
476,Pointe-Noire,-4.7761,11.8635,73.27,87,32,2.77,CG,2022-09-29 05:17:02
477,Anadyr,64.75,177.4833,32.5,86,75,6.71,RU,2022-09-29 05:17:03
478,Hobyo,5.3505,48.5268,79.65,77,56,20.11,SO,2022-09-29 05:17:03
479,Valparaiso,-33.0393,-71.6273,53.24,82,100,3.44,CL,2022-09-29 05:17:04
480,Karasjok,69.4719,25.5112,41.88,92,98,5.7,NO,2022-09-29 05:17:04
481,High Rock,26.6208,-78.2833,84.22,83,100,30.18,BS,2022-09-29 05:17:04
482,Aksay,47.26,39.87,63.25,77,2,8.01,RU,2022-09-29 05:17:05
483,Seoul,37.5683,126.9778,78.37,50,20,3.44,KR,2022-09-29 05:15:12
484,College,64.8569,-147.8028,48.52,62,75,9.22,US,2022-09-29 05:17:05
485,Yenagoa,4.9247,6.2642,72.43,97,100,2.64,NG,2022-09-29 05:17:05
486,Palmeira,-25.4294,-50.0064,50.25,96,100,9.13,BR,2022-09-29 05:15:12
487,Nileshwar,12.25,75.1,81.5,72,99,4.79,IN,2022-09-29 05:17:06
488,Matara,5.9485,80.5353,86.36,61,56,14.14,LK,2022-09-29 05:17:06
489,Degtyarsk,56.704,60.0879,26.92,78,47,9.42,RU,2022-09-29 05:17:06
490,Loughrea,53.1969,-8.5669,43.32,97,17,5.93,IE,2022-09-29 05:17:07
491,Verkhnyaya Inta,65.9811,60.3094,32.18,59,12,3.06,RU,2022-09-29 05:17:07
492,Baruun-Urt,46.6806,113.2792,62.8,19,28,3.89,MN,2022-09-29 05:17:08
493,Ambilobe,-13.2,49.05,78.71,40,1,4.94,MG,2022-09-29 05:17:08
494,Chimoio,-19.1164,33.4833,64.26,100,75,9.22,MZ,2022-09-29 05:17:08
495,Berlevag,70.8578,29.0864,48.15,71,75,3.44,NO,2022-09-29 05:17:08
496,Kendari,-3.945,122.4989,85.84,62,99,7.27,ID,2022-09-29 05:17:09
497,Baculin,7.4525,126.5842,83.35,71,100,4.9,PH,2022-09-29 05:17:09
498,Slave Lake,55.2834,-114.769,53.58,94,100,0.0,CA,2022-09-29 05:17:10
499,Tromso,69.6496,18.957,46.38,87,75,0.0,NO,2022-09-29 05:17:10
500,Campbell River,50.0163,-125.2446,56.44,97,100,2.3,CA,2022-09-29 05:17:10
501,Nortelandia,-14.4547,-56.8028,72.9,93,91,5.5,BR,2022-09-29 05:17:10
502,Gao,16.6362,1.637,86.4,47,31,11.32,ML,2022-09-29 05:18:11
503,Bemidji,47.4736,-94.8803,48.56,76,0,0.0,US,2022-09-29 05:18:12
504,Virden,39.5009,-89.7679,50.63,82,0,7.25,US,2022-09-29 05:18:12
505,Srednekolymsk,67.45,153.6833,36.16,44,57,11.32,RU,2022-09-29 05:18:12
506,Pochutla,15.7432,-96.4661,77.83,92,70,3.58,MX,2022-09-29 05:18:13
507,Labuhan,-6.8844,112.2051,89.24,53,65,10.33,ID,2022-09-29 05:18:13
508,Geraldton,-28.7667,114.6,88.21,20,25,20.71,AU,2022-09-29 05:18:13
509,Biltine,14.5333,20.9167,77.38,62,91,8.23,TD,2022-09-29 05:18:13
510,Smoky Lake,54.1169,-112.4686,65.12,55,94,5.75,CA,2022-09-29 05:18:14
511,Fortuna,40.5982,-124.1573,57.34,89,97,2.37,US,2022-09-29 05:14:27
512,Harindanga,22.0383,88.3214,88.75,65,2,4.74,IN,2022-09-29 05:18:15
513,Yelnya,54.5786,33.1837,47.57,97,100,4.68,RU,2022-09-29 05:18:15
514,Santa Fe,-31.6333,-60.7,61.02,50,100,10.0,AR,2022-09-29 05:18:15
515,Mayor Pablo Lagerenza,-19.9309,-60.7718,59.95,89,100,12.62,PY,2022-09-29 05:18:16
516,Half Moon Bay,37.4636,-122.4286,66.02,88,100,10.36,US,2022-09-29 05:15:36
517,Parrita,9.5201,-84.3225,77.67,87,99,1.99,CR,2022-09-29 05:18:16
518,Mikun,62.3547,50.0771,32.76,60,1,9.01,RU,2022-09-29 05:18:17
519,Paamiut,61.994,-49.6678,41.61,96,100,13.78,GL,2022-09-29 05:18:17
520,Yumen,40.2833,97.2,76.28,14,0,15.01,CN,2022-09-29 05:18:18
521,Santa Ana,33.7456,-117.8678,78.06,87,0,4.61,US,2022-09-29 05:14:37
522,Pudozh,61.8099,36.5345,34.92,96,100,9.44,RU,2022-09-29 05:18:18
523,Kununurra,-15.7667,128.7333,96.78,36,40,5.75,AU,2022-09-29 05:18:19
524,Jibuti,11.5,42.5,85.69,41,85,7.29,DJ,2022-09-29 05:18:19
525,Saint-Denis,48.9167,2.3333,51.15,91,100,3.44,FR,2022-09-29 05:18:19
526,Outjo,-20.1167,16.15,64.26,25,49,3.96,NA,2022-09-29 05:18:20
527,Tala,30.6803,30.9429,75.81,57,0,5.53,EG,2022-09-29 05:18:20
528,Grindavik,63.8424,-22.4338,48.9,100,100,18.41,IS,2022-09-29 05:18:21
529,Ilulissat,69.2167,-51.1,35.62,100,75,8.05,GL,2022-09-29 05:18:21
530,Semey,50.4111,80.2275,34.02,75,75,15.66,KZ,2022-09-29 05:18:21
531,Aguascalientes,21.8833,-102.3,58.95,67,40,9.22,MX,2022-09-29 05:18:17
532,Qasigiannguit,68.8193,-51.1922,35.85,95,100,2.48,GL,2022-09-29 05:18:22
533,Requena,39.4883,-1.1004,55.8,59,98,6.73,ES,2022-09-29 05:18:22
534,Envira,-7.3,-70.2167,72.64,90,79,1.88,BR,2022-09-29 05:18:23
535,Asau,46.4333,26.4,47.32,79,97,3.56,RO,2022-09-29 05:18:23
536,Upata,8.0086,-62.3989,70.29,95,99,2.3,VE,2022-09-29 05:18:23
537,Noyabrsk,63.1994,75.4507,31.89,55,8,15.75,RU,2022-09-29 05:16:42
538,Liliani,32.2065,72.9537,90.5,35,0,5.57,PK,2022-09-29 05:18:24
539,Sonoita,31.85,-112.8333,82.9,43,96,8.95,MX,2022-09-29 05:18:24
540,Manta,-0.95,-80.7333,69.58,88,75,11.5,EC,2022-09-29 05:18:24
541,Nikel,69.4128,30.222,42.98,88,11,6.24,RU,2022-09-29 05:18:25
542,Lavrentiya,65.5833,-171.0,38.01,80,100,20.51,RU,2022-09-29 05:18:25
543,Khipro,25.8285,69.3772,89.26,36,7,15.55,PK,2022-09-29 05:18:26
544,Kargil,34.5667,76.1,50.81,45,45,2.75,IN,2022-09-29 05:18:26
545,Ishigaki,24.3448,124.1572,84.33,79,20,6.91,JP,2022-09-29 05:18:26
546,Wodonga,-36.1167,146.8833,61.52,67,46,8.99,AU,2022-09-29 05:18:27
547,Ballarat,-37.5662,143.8496,58.53,57,15,8.63,AU,2022-09-29 05:19:27
548,Tengzhou,35.0771,117.1518,84.7,34,0,7.05,CN,2022-09-29 05:19:28
549,Anchorage,61.2181,-149.9003,50.07,75,20,10.36,US,2022-09-29 05:19:15
550,Kesova Gora,57.5836,37.2922,41.67,97,100,1.12,RU,2022-09-29 05:19:28
551,Amahai,-3.3333,128.9167,83.52,76,98,3.36,ID,2022-09-29 05:19:28
552,Portland,45.5234,-122.6762,62.8,88,100,3.0,US,2022-09-29 05:19:17
553,Comodoro Rivadavia,-45.8667,-67.5,55.26,33,0,3.44,AR,2022-09-29 05:19:29
554,Yozgat,39.5833,35.3333,63.93,56,9,3.47,TR,2022-09-29 05:19:29
555,Gardabani,41.4605,45.0928,71.69,29,26,8.79,GE,2022-09-29 05:19:29
556,Lotofaga,-13.9764,-171.8578,83.79,75,17,7.74,WS,2022-09-29 05:19:30
557,Kilindoni,-7.9139,39.6668,76.08,73,57,9.44,TZ,2022-09-29 05:19:30
558,Grand-Santi,4.25,-54.3833,72.39,88,95,3.47,GF,2022-09-29 05:19:31
559,Tabou,4.423,-7.3528,75.09,89,97,8.34,CI,2022-09-29 05:19:31
560,Hailar,49.2,119.7,59.38,35,44,22.77,CN,2022-09-29 05:19:31
561,Chirilagua,13.2203,-88.1386,71.67,97,100,2.33,SV,2022-09-29 05:19:32
562,Labytnangi,66.6572,66.4183,31.95,67,36,6.93,RU,2022-09-29 05:19:32
563,Gallup,35.5281,-108.7426,60.03,43,0,4.61,US,2022-09-29 05:17:46
564,Nichinan,31.6,131.3667,80.28,66,2,6.06,JP,2022-09-29 05:19:33
565,Cajaruro,-5.7364,-78.4256,75.07,73,21,3.62,PE,2022-09-29 05:19:33
566,Muzhi,65.3667,64.6667,29.97,79,46,6.64,RU,2022-09-29 05:19:34
567,Zhanaozen,43.3,52.8,68.86,27,75,21.25,KZ,2022-09-29 05:19:34
568,Shelburne,44.0787,-80.2041,46.85,93,100,4.79,CA,2022-09-29 05:19:35
569,Khomutovo,52.4658,104.4025,56.01,55,4,3.67,RU,2022-09-29 05:19:35
570,Coihaique,-45.5752,-72.0662,43.41,70,0,6.91,CL,2022-09-29 05:19:35
571,Bindura,-17.3019,31.3306,62.96,59,1,3.2,ZW,2022-09-29 05:19:36
572,Huarmey,-10.0681,-78.1522,60.75,87,45,8.57,PE,2022-09-29 05:19:36
573,Kirakira,-10.4544,161.9205,84.16,69,37,8.03,SB,2022-09-29 05:19:36
574,Oktyabrskiy,54.4815,53.471,46.04,87,100,12.57,RU,2022-09-29 05:19:37
